station_code,monitor_time,aqi,pm25,pm10,so2,no2,co,o3
1108A,2026-02-11 16:00:00,206,123.53,172.41,22.58,26.8,0.54,55.61
1109A,2026-02-11 16:00:00,58,44.49,54.1,13.07,24.55,1.63,75.74
1201A,2026-02-11 16:00:00,178,108.47,130.33,23.19,44.81,2.33,91.79
1202A,2026-02-11 16:00:00,43,26.25,38.83,19.13,23.95,0.63,52.8
1203A,2026-02-11 16:00:00,200,126.03,165.61,12.9,29.02,1.96,103.83
1204A,2026-02-11 16:00:00,121,67.53,83.88,28.36,41.98,1.32,50.59
4401A,2026-02-11 16:00:00,133,70.26,91.62,13.59,15.71,1.72,82.58
4402A,2026-02-11 16:00:00,67,47.7,60.79,17.02,24.29,2.13,58.84
4403A,2026-02-11 16:00:00,42,23.16,23.54,21.34,19.93,0.92,80.95
4404A,2026-02-11 16:00:00,116,73.8,89.9,6.94,15.45,2.31,74.24
4405A,2026-02-11 16:00:00,142,80.31,115.51,13.35,23.61,1.51,109.28
4406A,2026-02-11 16:00:00,141,93.99,99.24,5.44,41.94,2.06,107.81
4407A,2026-02-11 16:00:00,118,80.24,105.86,11.13,48.01,1.65,27.05
4408A,2026-02-11 16:00:00,202,120.9,163.45,26.02,30.7,2.15,89.57
4409A,2026-02-11 16:00:00,160,99.01,117.27,8.74,20.37,2.14,47.66
4401B,2026-02-11 16:00:00,45,19.23,50.24,9.73,20.26,1.38,28.18
4402B,2026-02-11 16:00:00,198,121.84,169.9,19.07,21.25,1.92,45.44
4403B,2026-02-11 16:00:00,160,91.64,128.46,17.91,38.15,0.61,58.94
4404B,2026-02-11 16:00:00,39,21.82,17.46,15.78,44.08,1.28,47.3
4405B,2026-02-11 16:00:00,207,132.15,179.68,19.9,29.06,1.39,87.15
4406B,2026-02-11 16:00:00,212,122.41,156.86,10.56,29.52,0.89,115.31
5101A,2026-02-11 16:00:00,124,69.02,98.1,20.14,40.51,1.22,34.82
5102A,2026-02-11 16:00:00,190,115.27,147.91,15.69,32.84,0.7,62.11
5103A,2026-02-11 16:00:00,147,88.89,114.83,18.7,20.01,0.72,48.25
5104A,2026-02-11 16:00:00,212,117.65,156.21,11.2,46.27,1.03,87.11
5105A,2026-02-11 16:00:00,187,116.7,160.81,6.15,21.0,0.6,90.59
5106A,2026-02-11 16:00:00,142,76.42,119.86,26.06,38.62,1.93,32.07
5107A,2026-02-11 16:00:00,86,54.28,58.07,15.22,43.14,1.0,42.22
1101A,2026-02-11 17:00:00,132,87.89,116.05,29.99,40.42,1.43,110.13
1102A,2026-02-11 17:00:00,124,81.69,103.03,12.3,21.39,1.71,82.66
1103A,2026-02-11 17:00:00,179,103.16,156.0,14.16,33.06,1.21,27.94
1104A,2026-02-11 17:00:00,150,98.46,129.04,5.38,15.54,0.94,41.86
1105A,2026-02-11 17:00:00,159,103.24,138.82,11.36,41.4,0.7,58.16
1106A,2026-02-11 17:00:00,125,66.08,106.3,27.83,27.29,2.31,77.27
1107A,2026-02-11 17:00:00,209,125.97,159.32,29.08,15.29,2.47,47.86
1108A,2026-02-11 17:00:00,156,93.36,127.9,7.95,39.04,1.25,55.52
1109A,2026-02-11 17:00:00,152,86.5,114.76,6.92,43.69,2.41,46.56
1201A,2026-02-11 17:00:00,157,91.11,119.97,24.19,40.63,0.91,106.55
1202A,2026-02-11 17:00:00,191,121.75,161.8,8.89,33.87,1.14,34.31
1203A,2026-02-11 17:00:00,116,65.27,94.69,22.38,37.65,0.5,29.32
1204A,2026-02-11 17:00:00,86,59.87,62.43,15.09,35.24,1.9,63.56
4401A,2026-02-11 17:00:00,82,39.43,75.46,11.94,19.99,1.83,45.42
4402A,2026-02-11 17:00:00,177,111.73,147.48,17.54,15.77,2.24,22.88
4403A,2026-02-11 17:00:00,71,41.14,41.87,12.98,45.14,1.58,90.34
4404A,2026-02-11 17:00:00,162,87.45,121.49,22.02,37.16,1.86,26.76
4405A,2026-02-11 17:00:00,122,70.39,87.1,24.15,22.9,0.93,23.05
4406A,2026-02-11 17:00:00,126,78.33,98.65,15.93,48.39,1.06,82.84
4407A,2026-02-11 17:00:00,168,94.11,137.96,11.2,18.58,1.41,103.23
4408A,2026-02-11 17:00:00,110,61.17,98.39,19.99,40.02,1.34,74.77
4409A,2026-02-11 17:00:00,45,29.1,50.62,8.32,41.36,1.29,24.05
4401B,2026-02-11 17:00:00,57,30.65,54.4,14.22,20.84,2.41,93.22
4402B,2026-02-11 17:00:00,182,107.11,130.82,23.24,34.54,0.78,105.15
4403B,2026-02-11 17:00:00,76,46.55,48.1,24.17,46.89,2.13,56.53
4404B,2026-02-11 17:00:00,168,107.53,132.06,22.49,46.09,0.98,115.68
4405B,2026-02-11 17:00:00,128,78.5,109.8,14.75,35.08,2.3,45.6
4406B,2026-02-11 17:00:00,199,124.5,156.18,9.04,37.1,0.6,25.34
5101A,2026-02-11 17:00:00,188,107.92,145.43,27.31,31.95,0.61,72.98
5102A,2026-02-11 17:00:00,192,111.14,152.88,22.62,33.44,0.53,87.36
5103A,2026-02-11 17:00:00,130,68.06,107.33,5.6,41.71,2.05,40.09
5104A,2026-02-11 17:00:00,76,53.59,68.94,26.92,43.45,2.35,81.67
5105A,2026-02-11 17:00:00,36,20.7,35.5,15.03,35.16,1.17,28.19
5106A,2026-02-11 17:00:00,126,77.42,108.89,17.49,29.7,1.3,87.77
5107A,2026-02-11 17:00:00,122,69.13,89.54,5.89,31.6,2.32,57.54
1101A,2026-02-11 18:00:00,185,103.58,138.31,8.13,41.48,1.72,21.67
1102A,2026-02-11 18:00:00,47,33.05,36.08,20.91,39.95,1.42,62.14
1103A,2026-02-11 18:00:00,136,91.27,103.39,17.93,22.31,0.75,50.8
1104A,2026-02-11 18:00:00,101,67.38,89.7,8.96,38.74,1.32,94.42
1105A,2026-02-11 18:00:00,74,42.2,55.38,8.84,33.91,2.45,108.52
1106A,2026-02-11 18:00:00,60,38.07,62.83,11.16,34.95,0.68,21.59
1107A,2026-02-11 18:00:00,142,78.35,115.5,6.71,16.39,0.73,104.09
1108A,2026-02-11 18:00:00,187,119.31,152.94,6.58,20.8,1.67,30.84
1109A,2026-02-11 18:00:00,81,40.81,61.49,17.37,40.11,2.5,47.41
1201A,2026-02-11 18:00:00,40,27.91,20.59,23.94,39.85,1.23,104.62
1202A,2026-02-11 18:00:00,97,64.74,81.51,26.92,23.6,0.58,85.09
1203A,2026-02-11 18:00:00,37,28.34,33.17,7.11,23.88,1.55,36.03
1204A,2026-02-11 18:00:00,148,98.41,129.09,21.52,45.15,1.66,31.0
4401A,2026-02-11 18:00:00,184,114.0,135.5,14.74,20.44,1.56,47.83
4402A,2026-02-11 18:00:00,43,17.19,25.18,24.76,48.67,1.68,100.54
4403A,2026-02-11 18:00:00,49,38.5,45.26,14.36,45.84,0.91,46.16
4404A,2026-02-11 18:00:00,59,33.96,37.79,29.68,31.35,1.1,28.9
4405A,2026-02-11 18:00:00,121,72.34,105.54,10.41,15.82,1.46,78.6
4406A,2026-02-11 18:00:00,171,106.67,147.44,19.29,19.01,1.27,28.0
4407A,2026-02-11 18:00:00,175,104.91,139.34,18.28,36.6,1.72,101.82
4408A,2026-02-11 18:00:00,195,121.68,156.07,11.19,18.93,0.83,29.39
4409A,2026-02-11 18:00:00,93,49.15,69.67,11.77,25.57,1.91,60.7
4401B,2026-02-11 18:00:00,185,105.98,162.78,26.01,26.98,1.95,26.66
4402B,2026-02-11 18:00:00,104,65.68,79.29,17.78,18.74,0.69,78.44
4403B,2026-02-11 18:00:00,67,34.88,68.4,26.99,20.63,1.79,35.9
4404B,2026-02-11 18:00:00,134,87.61,111.91,16.97,46.01,2.08,118.83
4405B,2026-02-11 18:00:00,98,62.69,73.01,5.73,21.66,1.77,88.04
4406B,2026-02-11 18:00:00,71,35.68,68.37,18.1,22.16,0.99,25.73
5101A,2026-02-11 18:00:00,147,90.47,129.7,22.62,40.36,0.81,73.95
5102A,2026-02-11 18:00:00,155,92.45,119.73,11.4,42.53,1.05,107.75
5103A,2026-02-11 18:00:00,194,120.43,164.48,15.73,40.91,1.59,82.03
5104A,2026-02-11 18:00:00,140,83.14,115.02,10.54,46.58,1.75,53.4
5105A,2026-02-11 18:00:00,57,30.24,36.8,14.35,31.13,0.96,41.65
5106A,2026-02-11 18:00:00,201,129.97,170.07,18.98,37.3,1.23,71.4
5107A,2026-02-11 18:00:00,195,114.71,142.33,7.93,48.65,1.99,83.71
1101A,2026-02-11 19:00:00,37,21.73,38.98,7.92,48.12,1.3,81.4
1102A,2026-02-11 19:00:00,72,48.27,48.81,12.01,45.48,0.72,99.07
1103A,2026-02-11 19:00:00,124,78.09,102.37,14.45,36.2,1.35,25.13
1104A,2026-02-11 19:00:00,59,34.12,32.22,27.32,37.84,1.72,81.75
1105A,2026-02-11 19:00:00,95,54.82,82.06,26.36,30.05,1.61,54.38
1106A,2026-02-11 19:00:00,70,47.7,44.34,8.85,17.02,1.52,65.39
1107A,2026-02-11 19:00:00,69,36.54,49.14,19.24,33.55,1.01,82.4
1108A,2026-02-11 19:00:00,50,30.62,42.39,13.01,20.89,2.4,47.58
1109A,2026-02-11 19:00:00,166,90.38,128.43,8.67,35.89,1.29,39.37
1201A,2026-02-11 19:00:00,198,116.58,173.17,26.98,26.14,0.52,78.94
1202A,2026-02-11 19:00:00,181,99.25,151.6,29.87,27.95,2.14,22.51
1203A,2026-02-11 19:00:00,185,105.76,152.79,25.25,43.43,1.96,32.62
1204A,2026-02-11 19:00:00,76,49.15,63.99,21.23,26.43,1.59,53.55
4401A,2026-02-11 19:00:00,167,106.65,122.44,27.64,34.7,1.8,81.47
4402A,2026-02-11 19:00:00,183,102.19,135.26,18.91,42.95,0.85,25.65
4403A,2026-02-11 19:00:00,118,70.18,87.82,8.62,21.55,2.32,95.62
4404A,2026-02-11 19:00:00,148,84.04,106.49,17.72,24.69,2.48,40.38
4405A,2026-02-11 19:00:00,200,120.84,171.98,5.28,19.05,2.49,30.53
4406A,2026-02-11 19:00:00,114,60.21,86.52,22.98,29.85,0.78,51.28
4407A,2026-02-11 19:00:00,36,11.61,23.5,24.18,25.32,0.79,23.23
4408A,2026-02-11 19:00:00,140,74.4,118.25,27.55,24.4,2.46,52.38
4409A,2026-02-11 19:00:00,48,22.48,34.75,17.68,47.69,1.23,74.34
4401B,2026-02-11 19:00:00,157,100.54,128.52,21.62,47.04,1.43,63.89
4402B,2026-02-11 19:00:00,176,105.98,150.41,17.28,34.98,0.91,73.28
4403B,2026-02-11 19:00:00,176,103.97,127.92,21.24,28.15,1.5,73.88
4404B,2026-02-11 19:00:00,49,35.32,42.2,10.8,30.51,1.47,115.84
4405B,2026-02-11 19:00:00,146,87.78,111.41,20.0,49.23,1.34,57.59
4406B,2026-02-11 19:00:00,129,77.7,115.56,19.28,16.06,1.55,37.26
5101A,2026-02-11 19:00:00,151,90.59,127.6,28.78,17.86,2.07,79.44
5102A,2026-02-11 19:00:00,95,54.04,66.53,15.18,22.02,1.36,101.71
5103A,2026-02-11 19:00:00,171,92.73,127.04,15.22,48.66,1.26,101.93
5104A,2026-02-11 19:00:00,106,70.56,84.51,15.75,23.94,2.17,81.46
5105A,2026-02-11 19:00:00,40,23.11,45.82,19.97,26.23,1.06,66.27
5106A,2026-02-11 19:00:00,36,28.98,21.16,25.66,29.96,1.08,114.26
5107A,2026-02-11 19:00:00,133,75.26,108.6,8.47,49.47,2.41,75.53
1101A,2026-02-11 20:00:00,53,23.27,29.87,11.94,24.62,2.02,68.76
1102A,2026-02-11 20:00:00,181,110.6,135.37,27.86,38.76,1.65,74.89
1103A,2026-02-11 20:00:00,59,43.79,47.27,14.97,44.31,1.08,83.43
1104A,2026-02-11 20:00:00,166,89.71,125.85,13.61,17.31,2.22,69.59
1105A,2026-02-11 20:00:00,150,98.8,123.41,8.4,16.74,1.94,57.79
1106A,2026-02-11 20:00:00,135,76.44,106.69,24.47,35.05,1.88,31.57
1107A,2026-02-11 20:00:00,135,73.28,111.85,21.23,37.87,0.62,83.81
1108A,2026-02-11 20:00:00,181,114.17,132.97,24.41,23.52,1.69,77.24
1109A,2026-02-11 20:00:00,70,38.55,51.05,7.02,18.09,0.82,109.08
1201A,2026-02-11 20:00:00,62,45.15,62.57,18.49,22.68,2.48,63.33
1202A,2026-02-11 20:00:00,89,48.29,71.64,8.4,34.37,1.04,74.89
1203A,2026-02-11 20:00:00,124,77.77,94.42,25.23,30.95,2.3,52.32
1204A,2026-02-11 20:00:00,189,105.93,166.03,21.9,49.03,2.3,118.3
4401A,2026-02-11 20:00:00,192,122.09,161.47,28.74,24.13,1.08,74.47
4402A,2026-02-11 20:00:00,85,46.97,75.98,11.01,18.65,1.52,104.83
4403A,2026-02-11 20:00:00,96,61.15,79.52,20.91,26.18,1.31,71.63
4404A,2026-02-11 20:00:00,151,94.32,109.12,13.77,37.28,0.96,103.87
4405A,2026-02-11 20:00:00,138,73.25,110.37,9.33,35.73,1.73,110.41
4406A,2026-02-11 20:00:00,155,101.5,135.78,29.15,15.84,1.77,118.72
4407A,2026-02-11 20:00:00,73,44.48,52.21,7.86,21.42,1.39,67.06
4408A,2026-02-11 20:00:00,91,51.77,71.62,16.61,21.51,1.58,25.19
4409A,2026-02-11 20:00:00,198,113.52,165.83,6.6,40.53,1.71,61.66
4401B,2026-02-11 20:00:00,146,79.38,103.9,19.99,21.06,2.49,106.74
4402B,2026-02-11 20:00:00,102,58.42,76.28,14.38,43.24,2.14,27.68
4403B,2026-02-11 20:00:00,158,85.42,119.15,25.58,24.1,2.43,75.43
4404B,2026-02-11 20:00:00,134,87.8,106.08,13.6,45.6,0.75,92.71
4405B,2026-02-11 20:00:00,170,100.77,125.47,20.05,37.42,1.63,103.78
4406B,2026-02-11 20:00:00,96,60.04,90.07,14.26,22.81,1.07,24.67
5101A,2026-02-11 20:00:00,169,93.05,131.64,12.83,43.73,1.46,67.38
5102A,2026-02-11 20:00:00,166,102.35,143.67,19.08,42.52,2.14,85.52
5103A,2026-02-11 20:00:00,169,109.84,143.74,25.67,15.17,1.82,64.51
5104A,2026-02-11 20:00:00,94,51.81,62.92,14.93,20.72,1.97,60.01
5105A,2026-02-11 20:00:00,45,18.91,41.32,23.88,42.12,1.74,98.48
5106A,2026-02-11 20:00:00,103,58.15,96.59,27.58,45.31,2.4,32.75
5107A,2026-02-11 20:00:00,185,116.38,143.15,28.07,18.41,1.25,20.22
1101A,2026-02-11 21:00:00,109,73.57,92.67,13.84,43.44,0.82,68.32
1102A,2026-02-11 21:00:00,191,110.46,148.69,21.02,47.45,2.41,83.0
1103A,2026-02-11 21:00:00,137,90.87,123.0,12.17,41.19,2.48,73.54
1104A,2026-02-11 21:00:00,63,36.37,45.27,24.05,20.71,2.15,117.2
1105A,2026-02-11 21:00:00,166,95.75,141.52,7.44,24.42,1.21,110.83
1106A,2026-02-11 21:00:00,60,31.01,50.88,22.17,15.75,1.89,118.51
1107A,2026-02-11 21:00:00,153,100.14,129.38,27.64,21.25,1.59,97.89
1108A,2026-02-11 21:00:00,98,58.73,67.16,8.51,48.67,0.73,83.28
1109A,2026-02-11 21:00:00,180,105.08,147.66,15.94,16.09,1.79,25.81
1201A,2026-02-11 21:00:00,140,92.55,101.99,12.76,47.54,0.67,89.27
1202A,2026-02-11 21:00:00,151,90.51,115.47,27.89,29.72,0.56,109.94
1203A,2026-02-11 21:00:00,74,47.52,48.98,23.39,39.37,0.77,77.29
1204A,2026-02-11 21:00:00,158,94.7,139.27,20.59,32.21,2.03,80.57
4401A,2026-02-11 21:00:00,172,96.94,141.6,25.94,44.8,1.48,43.35
4402A,2026-02-11 21:00:00,127,68.26,101.24,9.77,33.44,0.61,110.31
4403A,2026-02-11 21:00:00,132,86.47,96.23,23.52,31.17,1.19,54.15
4404A,2026-02-11 21:00:00,69,48.33,55.11,17.79,27.85,2.2,46.48
4405A,2026-02-11 21:00:00,182,112.39,139.1,21.37,34.9,0.6,104.85
4406A,2026-02-11 21:00:00,54,28.74,44.64,9.11,42.0,1.12,30.13
4407A,2026-02-11 21:00:00,73,48.49,65.36,14.91,46.31,1.36,36.5
4408A,2026-02-11 21:00:00,122,81.61,91.8,11.11,38.35,1.35,92.45
4409A,2026-02-11 21:00:00,118,72.58,92.14,16.69,18.23,2.3,76.27
4401B,2026-02-11 21:00:00,142,94.22,128.28,10.03,18.39,1.29,21.46
4402B,2026-02-11 21:00:00,160,100.07,135.92,27.09,49.9,1.08,30.18
4403B,2026-02-11 21:00:00,116,71.88,92.29,20.83,42.94,0.53,113.74
4404B,2026-02-11 21:00:00,99,62.5,74.94,14.11,29.99,0.87,105.72
4405B,2026-02-11 21:00:00,55,34.84,56.99,24.77,19.74,1.84,48.67
4406B,2026-02-11 21:00:00,162,99.17,120.27,19.08,47.47,0.53,105.72
5101A,2026-02-11 21:00:00,189,104.6,165.91,8.33,45.78,2.17,30.51
5102A,2026-02-11 21:00:00,79,57.17,59.88,22.01,42.78,1.46,67.55
5103A,2026-02-11 21:00:00,150,95.53,111.45,28.45,47.41,1.79,100.86
5104A,2026-02-11 21:00:00,74,36.54,54.5,16.24,38.45,1.94,56.47
5105A,2026-02-11 21:00:00,77,36.88,49.23,28.62,16.82,1.6,22.57
5106A,2026-02-11 21:00:00,55,24.12,57.85,25.86,16.92,2.12,102.56
5107A,2026-02-11 21:00:00,107,54.46,76.31,28.46,39.02,0.65,116.95
1101A,2026-02-11 22:00:00,142,79.83,116.84,9.69,22.49,1.23,35.09
1102A,2026-02-11 22:00:00,90,55.63,73.02,27.91,22.39,2.44,117.96
1103A,2026-02-11 22:00:00,178,101.77,140.19,10.26,26.23,0.87,51.68
1104A,2026-02-11 22:00:00,76,35.84,65.14,19.19,33.36,2.07,72.41
1105A,2026-02-11 22:00:00,71,52.1,61.74,6.52,39.88,1.72,66.47
1106A,2026-02-11 22:00:00,123,65.73,103.86,28.26,44.94,1.16,45.68
1107A,2026-02-11 22:00:00,33,25.53,25.4,17.6,34.51,1.79,21.25
1108A,2026-02-11 22:00:00,110,71.18,80.63,20.85,23.55,1.03,30.5
1109A,2026-02-11 22:00:00,152,81.87,117.25,10.34,25.2,2.05,59.74
1201A,2026-02-11 22:00:00,111,64.78,96.24,6.35,18.39,1.83,67.74
1202A,2026-02-11 22:00:00,93,46.58,75.87,13.58,42.57,1.8,31.08
1203A,2026-02-11 22:00:00,55,34.85,57.02,5.55,27.53,2.07,33.81
1204A,2026-02-11 22:00:00,51,30.97,50.75,27.76,40.11,0.71,83.05
4401A,2026-02-11 22:00:00,150,82.18,105.48,11.8,29.22,2.02,46.03
4402A,2026-02-11 22:00:00,40,27.69,38.58,9.29,45.74,2.37,30.04
4403A,2026-02-11 22:00:00,172,112.59,132.3,24.54,28.09,0.95,86.47
4404A,2026-02-11 22:00:00,84,42.94,54.22,8.1,48.14,1.65,108.39
4405A,2026-02-11 22:00:00,72,34.67,68.06,24.47,40.08,0.54,110.46
4406A,2026-02-11 22:00:00,73,53.52,57.97,19.67,21.49,1.42,38.3
4407A,2026-02-11 22:00:00,169,101.23,121.36,14.67,20.81,1.59,23.49
4408A,2026-02-11 22:00:00,138,89.87,118.69,5.32,15.51,1.05,48.5
4409A,2026-02-11 22:00:00,173,111.01,149.11,27.12,46.85,2.06,71.69
4401B,2026-02-11 22:00:00,132,84.77,95.9,9.31,32.2,1.74,118.81
4402B,2026-02-11 22:00:00,142,93.12,115.65,17.02,19.3,0.86,77.43
4403B,2026-02-11 22:00:00,183,110.19,136.26,25.0,49.17,1.97,31.73
4404B,2026-02-11 22:00:00,37,18.32,32.6,17.46,21.04,1.37,67.31
4405B,2026-02-11 22:00:00,35,24.92,36.54,5.75,41.61,1.42,70.29
4406B,2026-02-11 22:00:00,175,114.06,128.46,13.54,23.8,1.93,106.17
5101A,2026-02-11 22:00:00,166,108.67,143.34,17.23,17.75,1.03,109.16
5102A,2026-02-11 22:00:00,102,62.1,68.43,26.16,41.28,1.96,79.3
5103A,2026-02-11 22:00:00,127,80.38,95.22,5.66,45.78,1.74,118.61
5104A,2026-02-11 22:00:00,69,41.14,61.02,6.95,48.32,0.93,104.5
5105A,2026-02-11 22:00:00,65,36.78,44.59,26.95,30.8,1.4,34.4
5106A,2026-02-11 22:00:00,116,64.55,81.9,29.44,20.0,1.34,20.6
5107A,2026-02-11 22:00:00,85,58.63,69.23,18.3,38.26,2.22,80.25
1101A,2026-02-11 23:00:00,124,73.39,102.92,26.9,17.06,2.32,62.65
1102A,2026-02-11 23:00:00,111,62.41,81.13,22.57,37.57,2.16,54.47
1103A,2026-02-11 23:00:00,105,64.41,86.46,24.47,36.89,2.43,26.86
1104A,2026-02-11 23:00:00,169,95.51,120.38,6.67,41.13,1.65,80.15
1105A,2026-02-11 23:00:00,140,85.54,114.34,26.87,28.6,1.56,52.74
1106A,2026-02-11 23:00:00,38,26.44,16.32,19.46,48.47,0.83,111.61
1107A,2026-02-11 23:00:00,46,35.01,28.82,8.33,33.87,2.31,49.28
1108A,2026-02-11 23:00:00,144,94.96,127.91,8.49,23.15,2.18,66.97
1109A,2026-02-11 23:00:00,132,85.15,100.53,26.58,16.91,1.39,69.88
1201A,2026-02-11 23:00:00,113,75.18,95.58,5.18,32.03,2.11,98.92
1202A,2026-02-11 23:00:00,156,86.28,138.64,21.26,49.15,2.2,41.85
1203A,2026-02-11 23:00:00,113,75.94,84.82,14.62,42.7,2.15,81.83
1204A,2026-02-11 23:00:00,156,89.68,113.02,6.98,19.75,1.82,23.11
4401A,2026-02-11 23:00:00,64,28.91,65.35,23.36,24.86,1.78,43.99
4402A,2026-02-11 23:00:00,145,83.09,120.8,14.24,36.53,1.37,22.18
4403A,2026-02-11 23:00:00,49,37.65,40.14,28.67,22.38,1.3,66.92
4404A,2026-02-11 23:00:00,150,93.67,125.61,15.01,46.19,2.24,38.46
4405A,2026-02-11 23:00:00,56,40.3,39.04,28.54,39.58,0.99,41.78
4406A,2026-02-11 23:00:00,46,34.48,49.72,20.05,46.15,0.53,34.02
4407A,2026-02-11 23:00:00,154,88.33,116.96,29.66,20.38,1.25,56.39
4408A,2026-02-11 23:00:00,34,21.12,19.49,10.99,26.4,0.7,80.13
4409A,2026-02-11 23:00:00,88,46.77,78.27,29.53,29.26,2.33,29.97
4401B,2026-02-11 23:00:00,117,77.73,107.59,25.32,15.54,2.43,84.95
4402B,2026-02-11 23:00:00,110,68.51,79.82,14.87,23.68,2.34,56.03
4403B,2026-02-11 23:00:00,66,44.65,53.83,13.41,16.49,1.63,20.31
4404B,2026-02-11 23:00:00,93,49.1,77.79,21.16,44.12,1.37,98.61
4405B,2026-02-11 23:00:00,105,61.01,79.82,28.83,32.68,0.88,89.88
4406B,2026-02-11 23:00:00,99,68.15,89.59,23.59,21.18,1.09,23.05
5101A,2026-02-11 23:00:00,33,14.8,34.39,26.73,17.05,2.17,85.63
5102A,2026-02-11 23:00:00,112,75.0,90.47,8.31,27.68,1.85,105.6
5103A,2026-02-11 23:00:00,132,86.49,97.14,14.83,27.71,2.08,56.6
5104A,2026-02-11 23:00:00,109,74.46,90.62,7.89,47.76,1.44,36.49
5105A,2026-02-11 23:00:00,88,59.51,80.74,29.71,39.99,1.95,36.72
5106A,2026-02-11 23:00:00,108,70.63,86.69,13.92,16.09,2.39,100.75
5107A,2026-02-11 23:00:00,173,103.06,138.36,19.93,47.21,1.34,22.41
1101A,2026-02-12 00:00:00,76,49.75,53.93,17.26,45.43,1.32,72.81
1102A,2026-02-12 00:00:00,106,68.03,83.13,26.78,41.28,1.44,75.19
1103A,2026-02-12 00:00:00,46,26.77,40.09,13.36,27.67,1.03,35.29
1104A,2026-02-12 00:00:00,144,83.57,128.89,12.61,38.99,1.5,73.11
1105A,2026-02-12 00:00:00,170,96.47,141.76,21.36,16.36,1.87,54.38
1106A,2026-02-12 00:00:00,141,91.53,100.07,21.53,32.19,2.09,53.73
1107A,2026-02-12 00:00:00,103,68.85,77.08,7.81,38.74,2.26,64.24
1108A,2026-02-12 00:00:00,149,84.94,123.51,18.22,45.46,0.93,89.39
1109A,2026-02-12 00:00:00,176,103.82,144.34,11.17,46.43,0.88,110.23
1201A,2026-02-12 00:00:00,111,74.07,93.6,18.29,16.79,1.21,22.73
1202A,2026-02-12 00:00:00,128,75.73,113.58,24.13,46.74,1.58,68.08
1203A,2026-02-12 00:00:00,171,106.31,131.07,25.72,46.05,1.57,37.34
1204A,2026-02-12 00:00:00,152,96.23,125.55,18.03,37.64,2.26,65.22
4401A,2026-02-12 00:00:00,105,58.81,86.83,9.61,22.97,0.67,76.17
4402A,2026-02-12 00:00:00,53,37.69,53.05,26.4,19.43,0.82,58.28
4403A,2026-02-12 00:00:00,169,99.96,143.33,14.64,49.72,0.84,115.99
4404A,2026-02-12 00:00:00,178,102.86,140.46,27.14,28.27,0.65,72.64
4405A,2026-02-12 00:00:00,116,61.07,85.49,22.36,39.68,1.02,21.44
4406A,2026-02-12 00:00:00,90,47.55,80.49,6.47,22.59,1.1,82.14
4407A,2026-02-12 00:00:00,112,74.04,78.92,18.38,22.58,1.95,32.54
4408A,2026-02-12 00:00:00,107,59.62,79.15,26.22,44.59,0.64,101.07
4409A,2026-02-12 00:00:00,114,76.89,87.86,20.18,21.03,1.68,65.85
4401B,2026-02-12 00:00:00,137,72.42,97.6,29.24,28.48,0.81,62.02
4402B,2026-02-12 00:00:00,132,83.33,110.24,5.91,48.59,2.2,52.31
4403B,2026-02-12 00:00:00,38,30.15,34.15,8.02,36.44,0.59,97.34
4404B,2026-02-12 00:00:00,55,39.64,35.42,24.39,35.1,1.57,117.33
4405B,2026-02-12 00:00:00,79,49.94,72.8,22.63,16.03,0.94,104.55
4406B,2026-02-12 00:00:00,70,38.43,45.92,25.46,27.2,1.58,40.04
5101A,2026-02-12 00:00:00,130,76.61,112.61,28.97,29.68,1.44,59.83
5102A,2026-02-12 00:00:00,123,76.42,84.8,10.37,40.59,1.28,87.19
5103A,2026-02-12 00:00:00,113,67.78,89.59,22.25,20.61,1.99,105.89
5104A,2026-02-12 00:00:00,130,68.6,116.28,6.76,23.73,1.16,109.56
5105A,2026-02-12 00:00:00,135,88.08,97.59,22.71,42.19,1.19,115.0
5106A,2026-02-12 00:00:00,130,84.17,109.54,20.27,34.26,0.57,106.94
5107A,2026-02-12 00:00:00,100,57.72,86.54,8.24,16.38,0.68,49.57
1101A,2026-02-12 01:00:00,149,85.72,109.49,22.92,15.3,1.36,64.37
1102A,2026-02-12 01:00:00,138,89.77,96.54,24.9,29.9,1.94,118.71
1103A,2026-02-12 01:00:00,148,85.74,113.22,12.83,19.47,1.8,52.57
1104A,2026-02-12 01:00:00,164,92.14,137.58,23.46,15.89,0.8,74.08
1105A,2026-02-12 01:00:00,85,43.76,72.84,14.47,48.01,1.88,64.77
1106A,2026-02-12 01:00:00,140,93.78,113.56,19.19,26.15,2.38,92.63
1107A,2026-02-12 01:00:00,70,37.6,58.85,7.93,42.61,0.72,34.42
1108A,2026-02-12 01:00:00,177,101.75,129.83,29.45,48.98,1.5,30.43
1109A,2026-02-12 01:00:00,95,60.12,63.92,5.39,25.49,0.65,109.44
1201A,2026-02-12 01:00:00,53,25.78,29.21,18.9,16.83,2.19,80.98
1202A,2026-02-12 01:00:00,98,56.13,75.56,16.73,48.39,1.45,90.88
1203A,2026-02-12 01:00:00,46,31.83,46.32,19.07,34.5,2.16,56.94
1204A,2026-02-12 01:00:00,68,48.64,44.06,17.85,49.03,1.83,41.57
4401A,2026-02-12 01:00:00,88,61.52,78.73,14.48,28.66,0.85,108.62
4402A,2026-02-12 01:00:00,113,59.28,88.0,16.66,45.43,1.93,67.41
4403A,2026-02-12 01:00:00,184,110.0,146.02,20.32,49.33,1.55,98.88
